0, 0, 0, 1300, -5
0, 69, 699, 1301, -5
0, 69, 698, 1302, -5
558, 418, 697, 1303, -5
1047, 1047, 696, 1304, -5
907, 1326, 695, 1305, -5
907, 1326, 693, 1307, -5
767, 1815, 692, 1308, -5
767, 1884, 691, 1309, -5
767, 1884, 690, 1310, -5
628, 1396, 689, 1311, -5
767, 1535, 688, 1312, -5
767, 1535, 686, 1314, -5
837, 1396, 685, 1315, -5
698, 1326, 684, 1316, -5
698, 1326, 1284, 716, 5
837, 1186, 1285, 715, 5
1326, 628, 1287, 713, 5
1675, 628, 1288, 712, 5
1675, 628, 1289, 711, 5
1675, 698, 1290, 710, 5
1396, 767, 1291, 709, 5
1396, 767, 1292, 708, 5
1256, 628, 1294, 706, 5
1256, 698, 1295, 705, 5
1256, 698, 1296, 704, 5
1535, 698, 697, 1303, -5
1256, 837, 696, 1304, -5
1256, 837, 694, 1306, -5
698, 1396, 693, 1307, -5
418, 1745, 692, 1308, -5
418, 1489, 691, 1309, -5
767, 1535, 690, 1310, -5
837, 1186, 689, 1311, -5
698, 1117, 687, 1313, -5
698, 1117, 686, 1314, -5
628, 1396, 685, 1315, -5
698, 1396, 684, 1316, -5
698, 1396, 683, 1317, -5
698, 1326, 1283, 717, 5
837, 1186, 1284, 716, 5
837, 1186, 1285, 715, 5
1326, 488, 1286, 714, 5
1675, 349, 1287, 713, 5
1675, 349, 1289, 711, 5
1326, 837, 1290, 710, 5
1117, 977, 1291, 709, 5
1256, 698, 1292, 708, 5
1256, 698, 1293, 707, 5
1326, 628, 1294, 706, 5
1326, 628, 1296, 704, 5
1326, 628, 696, 1304, -5
1186, 907, 695, 1305, -5
767, 1396, 693, 1307, -5
767, 1396, 692, 1308, -5
558, 1605, 391, 1609, -10
628, 1466, 388, 1612, -10
628, 1466, 386, 1614, -10
349, 1675, 384, 1616, -10
279, 1954, 381, 1619, -10
279, 1954, 379, 1621, -10
279, 1815, 226, 1774, -12
279, 1815, 223, 1777, -12
69, 1815, 70, 1930, -15
69, 1815, 67, 1933, -15
0, 1884, 63, 1937, -15
-68, 2024, 60, 1940, -15
-68, 2024, 56, 1944, -15
-68, 2234, 53, 1947, -15
0, 2094, 49, 1951, -15
0, 2094, 46, 1954, -15
0, 2024, 42, 1958, -15
0, 1954, 39, 1961, -15
0, 1954, 35, 1965, -15
-68, 1954, 182, 1818, -12
69, 1884, 179, 1821, -12
209, 1745, 326, 1674, -10
209, 1745, 324, 1676, -10
349, 1745, 322, 1678, -10
418, 1745, 319, 1681, -10
418, 1745, 317, 1683, -10
349, 1605, 315, 1685, -10
279, 1745, 312, 1688, -10
279, 1745, 310, 1690, -10
349, 1745, 308, 1693, -10
279, 1605, 305, 1695, -10
279, 1605, 303, 1697, -10
349, 1675, 301, 1700, -10
279, 1675, 599, 1401, -5
279, 1535, 598, 1402, -5
628, 1535, 597, 1403, -5
837, 1326, 596, 1405, -5
698, 1396, 594, 1406, -5
698, 1396, 593, 1407, -5
628, 1396, 592, 1408, -5
558, 1466, 591, 1409, -5
558, 1466, 1191, 809, 5
767, 1256, 1192, 808, 5
1326, 698, 1193, 807, 5
1326, 698, 1195, 805, 5
1535, 628, 1196, 804, 5
1605, 837, 1197, 803, 5
1605, 837, 1198, 802, 5
1117, 907, 1199, 801, 5
1117, 837, 1200, 800, 5
1186, 837, 901, 1099, 0
1186, 837, 901, 1099, 0
1047, 977, 901, 1099, 0
837, 1326, 901, 1099, 0
837, 1326, 901, 1099, 0
977, 1047, 600, 1400, -5
837, 1186, 599, 1401, -5
837, 1186, 598, 1402, -5
418, 1466, 2398, -398, 25
628, 1396, 2404, -403, 25
628, 1396, 2410, -409, 25
1186, 209, 2416, -415, 25
1535, -557, 619, 1381, -5
1535, -278, 618, 1382, -5
1466, -278, 617, 1383, -5
698, 1047, 615, 1385, -5
488, 1605, 614, 1386, -5
488, 1605, 613, 1387, -5
698, 1954, 612, 1388, -5
767, 1884, 611, 1389, -5
767, 1884, 610, 1390, -5
628, 1605, 608, 1392, -5
628, 1466, 607, 1393, -5
628, 1466, 606, 1394, -5
698, 1466, 605, 1395, -5
628, 1466, 1205, 795, 5
628, 1466, 1206, 794, 5
907, 1047, 1207, 793, 5
1466, 558, 1208, 792, 5
1605, 698, 1210, 790, 5
1605, 698, 1211, 789, 5
1186, 907, 1212, 788, 5
1047, 907, 1213, 787, 5
1047, 907, 1214, 786, 5
1186, 698, 1215, 785, 5
1326, 767, 1217, 783, 5
1326, 767, 1218, 782, 5
1326, 767, 1219, 781, 5
1186, 767, 1220, 780, 5
1186, 767, 621, 1379, -5
1256, 837, 620, 1380, -5
837, 1186, 619, 1381, -5
349, 1605, 618, 1382, -5
349, 1605, 616, 1384, -5
488, 1745, 615, 1385, -5
767, 1396, 614, 1386, -5
767, 1396, 613, 1387, -5
698, 1256, 612, 1388, -5
558, 1326, 611, 1390, -5
558, 1326, 609, 1391, -5
628, 1466, 608, 1392, -5
628, 1535, 607, 1393, -5
628, 1535, 606, 1394, -5
558, 1326, 605, 1395, -5
628, 1466, 1205, 795, 5
628, 1466, 1206, 794, 5
1047, 977, 1207, 793, 5
1396, 488, 1209, 791, 5
1466, 628, 1210, 790, 5
1466, 628, 1211, 789, 5
1186, 977, 1212, 788, 5
1117, 977, 1213, 787, 5
1117, 977, 1214, 786, 5
1256, 837, 1216, 784, 5
1256, 698, 1217, 783, 5
1256, 698, 1218, 782, 5
1186, 767, 1219, 781, 5
1256, 767, 1220, 780, 5
1256, 767, 1221, 779, 5
1186, 767, 1223, 777, 5
1256, 767, 1224, 776, 5
1326, 698, 1225, 775, 5
1326, 698, 1226, 774, 5
1256, 767, 626, 1374, -5
977, 1117, 625, 1375, -5
977, 1117, 624, 1376, -5
418, 1535, 623, 1377, -5
418, 1815, 621, 1379, -5
418, 1815, 620, 1380, -5
767, 1466, 619, 1381, -5
767, 1326, 618, 1382, -5
767, 1326, 617, 1383, -5
558, 1326, 616, 1384, -5
628, 1256, 614, 1386, -5
628, 1256, 613, 1387, -5
628, 1396, 612, 1388, -5
558, 1535, 611, 1389, -5
628, 1466, 610, 1390, -5
628, 1466, 1209, 791, 5
628, 1396, 1210, 790, 5
1186, 698, 1211, 789, 5
1186, 698, 1213, 787, 5
1396, 558, 1514, 486, 10
1466, 698, 1517, 483, 10
1466, 698, 1519, 481, 10
1605, 488, 1521, 479, 10
1745, 349, 1524, 476, 10
1745, 349, 1526, 474, 10
1675, 418, 1528, 472, 10
1605, 488, 1531, 469, 10
1466, 488, 1533, 467, 10
1466, 488, 1535, 465, 10
1535, 418, 1538, 462, 10
1466, 418, 1540, 460, 10
1466, 418, 1542, 457, 10
1675, 349, 1545, 455, 10
1605, 418, 1247, 753, 5
1605, 418, 1248, 752, 5
1466, 558, 1249, 751, 5
1186, 907, 1250, 750, 5
1186, 907, 1252, 748, 5
1186, 907, 1253, 747, 5
1396, 767, 1254, 746, 5
1396, 767, 1255, 745, 5
1256, 628, 1256, 744, 5
1256, 837, 1257, 742, 5
1256, 837, 1259, 741, 5
1256, 837, 1260, 740, 5
1186, 698, 1261, 739, 5
1186, 767, 1262, 738, 5
1186, 767, 1263, 737, 5
1256, 767, 1265, 735, 5
1256, 767, 1266, 734, 5
1256, 767, 1267, 733, 5
1186, 767, 1268, 732, 5
1256, 698, 1269, 731, 5
1256, 698, 1270, 730, 5
1256, 767, 1272, 728, 15
1256, 767, 1875, 125, 15
1535, 139, 1277, 722, 5
1535, 139, 1279, 721, 5
1466, 349, 1280, 720, 5
1326, 977, 1281, 719, 5
