0, 0, 1150, 850, 16
69, 69, 1150, 850, 16
69, 69, 1151, 849, 16
698, 558, 1151, 849, 16
1256, 1117, 1152, 848, 16
1256, 1117, 1152, 848, 16
1466, 1117, 1153, 847, 16
1605, 1117, 1154, 846, 16
1605, 605, 1154, 846, 16
1396, 767, 1155, 845, 16
1326, 907, 1155, 845, 0
1186, 907, 1156, 844, 0
1186, 907, 1157, 843, 0
1326, 907, 1157, 843, 0
1256, 907, 1458, 542, 8
1256, 907, 1460, 540, 8
1396, 767, 1462, 538, 8
1605, 628, 1463, 537, 8
1605, 628, 1465, 535, 8
1745, 628, 1467, 533, 0
1605, 628, 1468, 531, 0
1605, 628, 1470, 530, 0
1466, 628, 1172, 828, 16
1396, 628, 1172, 828, 16
1117, 977, 1173, 827, 16
1117, 977, 1173, 827, 16
1117, 837, 1174, 826, 16
1117, 767, 1174, 826, 16
1117, 767, 1175, 825, 0
1117, 837, 1176, 824, 0
1186, 907, 1176, 824, 0
1186, 907, 876, 1124, 32
1117, 907, 876, 1124, 32
907, 1186, 875, 1125, 32
907, 1186, 874, 1126, 32
767, 1117, 874, 1126, 32
837, 1256, 873, 1127, 32
837, 1256, 873, 1127, 32
977, 1117, 872, 1128, 32
907, 1256, 871, 1129, 32
837, 1186, 871, 1129, 32
837, 1186, 870, 1130, 32
837, 1256, 870, 1130, 32
837, 1186, 869, 1131, 32
837, 1186, 869, 1131, 32
907, 1186, 868, 1132, 32
837, 1186, 867, 1133, 32
837, 1186, 867, 1133, 32
837, 1186, 866, 1134, 32
837, 1186, 866, 1134, 32
837, 1186, 865, 1135, 0
837, 1117, 864, 1136, 0
907, 1117, 864, 1136, 0
907, 1186, 1164, 836, 16
907, 1186, 1165, 835, 16
1186, 767, 1165, 835, 16
1186, 767, 1166, 834, 16
1186, 767, 1166, 834, 16
1117, 837, 1167, 833, 16
1186, 907, 1168, 832, 16
1186, 907, 1168, 832, 16
1117, 837, 1169, 831, 16
1186, 837, 1169, 831, 0
1186, 837, 1170, 830, 0
1256, 698, 1170, 830, 0
1186, 837, 870, 1130, 32
1186, 1117, 870, 1130, 32
907, 1117, 869, 1131, 32
837, 1117, 868, 1132, 32
907, 1117, 868, 1132, 0
907, 1117, 867, 1133, 0
977, 977, 566, 1434, 64
558, 1466, 564, 1436, 64
558, 1466, 562, 1438, 64
349, 1535, 560, 1440, 64
488, 1675, 559, 1441, 64
488, 1675, 557, 2211, 192
