-68, 0, 767, 174, 5
-68, 0, 10000, 10000, 5
349, 349, 9060, 10000, 5
1047, 837, 5645, 10000, 5
1047, 837, 5379, 10000, 5
1466, 1117, 2536, 8584, 5
1954, 977, 2945, 4186, 5
1954, 977, 2451, 3048, 5
1815, 558, 5841, 3296, 5
1326, 628, 5465, 6605, 5
1326, 628, 5553, 6590, 5
1186, 907, 2999, 7908, 5
1256, 837, 3203, 7537, 5
1256, 837, 4016, 5989, 5
1466, 698, 3981, 5731, 5
1605, 907, 2083, 4261, 5
1186, 767, 2807, 7170, 5
1186, 767, 2653, 7422, 5
1256, 767, 2484, 7047, 5
1396, 767, 2298, 6005, 5
1396, 767, 2125, 5886, 5
1466, 837, 1319, 5114, 5
1396, 767, 1607, 5485, 5
1396, 767, 1427, 5372, 5
1326, 767, 9554, -2503, -5
1186, 907, 9212, -2385, -5
1186, 907, 9888, 1131, -5
698, 1396, 5848, 1224, -5
418, 1815, 1918, 3747, -5
767, 1256, 5518, 1436, -5
767, 1256, 5575, 1345, -5
837, 1186, 6280, 598, -5
837, 1326, 5310, 371, -5
837, 1326, 5247, 158, -5
698, 1466, 3897, 1205, -5
698, 1326, 4768, 1222, -5
698, 1326, -3605, 9768, 5
767, 1186, -3274, 10000, 5
1466, 558, 1812, 5142, 5
1466, 558, 2025, 4887, 5
1605, 488, 2882, 3292, 5
1396, 698, 1380, 4661, 5
1396, 954, 208, 6784, 5
1117, 837, -65, 7163, 5
1186, 767, 257, 7158, 5
1326, 628, 1214, 6022, 5
1326, 628, 9609, -2409, -5
1326, 698, 10000, -3507, -5
698, 1396, 5321, 1176, -5
698, 1396, 5123, 1205, -5
488, 1675, 6442, -987, -10
628, 1466, 8080, -2327, -10
628, 1466, 8318, -2354, -10
349, 1605, 7254, -65, -10
349, 1675, 6652, 20, -10
349, 1675, 8573, -1983, -12
349, 1815, 7385, -2191, -12
279, 1675, 8547, -1743, -12
69, 1815, 7565, -62, -12
69, 1815, 7490, 206, -12
69, 1815, 7420, 483, -12
209, 1815, 7356, -406, -12
209, 1815, 7307, -391, -12
279, 1884, 6618, -1030, -12
139, 1815, 7029, 30, -12
139, 1815, 6993, 155, -12
69, 1815, 6955, 915, -12
69, 1815, 6923, 1156, -12
69, 1815, 4715, 3602, -10
279, 1815, 4450, 2077, -10
488, 1675, 5373, 367, -10
488, 1675, 5887, 679, -10
418, 1605, 5980, 539, -10
418, 1605, 6069, 408, -10
349, 1675, 5591, 845, -10
349, 1675, 5576, 817, -10
349, 1675, 5555, 797, -10
349, 1675, 5535, 518, -10
349, 1675, 5532, 733, -10
349, 1605, 6175, 701, -10
418, 1605, 6285, 58, -10
418, 1605, 6421, -93, -10
349, 1675, 5883, 392, -10
279, 1675, 5901, 942, -10
279, 1675, 5911, 455, -10
349, 1675, 5925, 401, -10
349, 1605, 2649, 4315, -5
488, 1675, 1826, 3671, -5
488, 1675, 1839, 3886, -5
767, 1326, 4696, 1597, -5
767, 1256, 5379, 1327, -5
767, 1256, 5591, 1054, -5
628, 1535, 3270, 2068, -5
698, 1396, -3736, 10000, 5
698, 1396, -3749, 10000, 5
1256, 767, 1282, 6702, 5
1535, 628, 2480, 4264, 5
1535, 628, 2730, 3721, 5
1466, 837, 5217, -503, 0
1256, 977, 4416, 444, 0
1256, 1256, 2357, 3764, 0
767, 1256, 2028, 4052, 0
767, 1047, 3586, 4340, 0
1047, 1047, 3633, 2322, 0
1047, 1047, 3679, 2106, 0
1047, 1047, -8895, 10000, 15
1117, 628, 2332, 7110, 5
1117, 628, 2572, 7312, 5
1396, 349, 5417, 4926, 5
1535, 767, 2548, 3466, 5
1535, 767, 2531, 2984, 5
1256, 1047, -147, 5111, 5
1186, 698, 2381, 5703, 5
1186, 698, 9744, -2908, -5
1256, 767, 10000, -3940, -5
907, 1326, 7074, -1633, -5
349, 1605, 4894, 2847, -5
349, 1605, 4511, 3348, -5
418, 1535, 4728, 3179, -5
698, 1396, 5593, 1229, -5
698, 1396, 5561, 1096, -5
837, 1326, 6171, -307, -5
698, 1396, 5686, 466, -5
698, 1396, 5657, 326, -5
628, 1326, 6287, 849, -5
558, 1535, 4589, 1434, -5
558, 1535, 4315, 1540, -5
698, 1396, 5385, 293, -5
628, 1396, 5381, 753, -5
628, 1466, -3609, 9261, 5
628, 1466, -4309, 10000, 5
1326, 767, 1534, 5125, 5
1535, 558, 2984, 3267, 5
1535, 558, 3361, 2723, 5
1256, 767, 1813, 4749, 5
1117, 907, 646, 5899, 5
1117, 907, 375, 6098, 5
1256, 837, 769, 5015, 5
1256, 767, 1235, 4984, 5
1256, 767, 1222, 4955, 5
1256, 698, 1864, 4932, 5
1256, 767, 1355, 4920, 5
1256, 767, 1337, 4898, 5
1256, 767, 1316, 4880, 5
1256, 698, 1907, 4861, 5
1186, 767, 9767, -3027, -5
1186, 767, 10000, -3852, -5
698, 1326, 6787, 38, -5
488, 1605, 4552, 1749, -5
